time	V(vtag)
6.864185060001573e+001	2.973960e+000
6.873950685001573e+001	2.974252e+000
6.883716310001573e+001	2.974504e+000
6.893481935001573e+001	2.974720e+000
6.903247560001573e+001	2.974907e+000
6.913013185001573e+001	2.975068e+000
6.922778810001573e+001	2.975207e+000
6.932544435001573e+001	2.975327e+000
6.942310060001573e+001	2.975430e+000
6.952075685001573e+001	2.975518e+000
6.961841310001573e+001	2.975595e+000
6.971606935001573e+001	2.975661e+000
6.981372560001573e+001	2.975718e+000
6.991138185001573e+001	2.975767e+000
7.000903810001573e+001	2.975809e+000
7.020435060001573e+001	2.975877e+000
7.039966310001573e+001	2.975927e+000
7.059497560001573e+001	2.975965e+000
7.088794435001573e+001	2.976003e+000
7.118091310001573e+001	2.976028e+000
7.141807827858716e+001	2.976040e+000
7.165524345715859e+001	2.976049e+000
7.189240863573002e+001	2.976057e+000
7.212957381430144e+001	2.976063e+000
7.236673899287287e+001	2.976067e+000
7.260390417144430e+001	2.976069e+000
7.284106935001573e+001	2.976069e+000
7.300000000000000e+001	2.976070e+000
7.300008000000000e+001	2.975323e+000
7.300023999999999e+001	2.972619e+000
7.300048000000000e+001	2.965050e+000
7.300080000000000e+001	2.950597e+000
7.300194285714285e+001	2.881459e+000
7.300308571428572e+001	2.812434e+000
7.300422857142857e+001	2.743522e+000
7.300537142857142e+001	2.674723e+000
7.300651428571428e+001	2.606037e+000
7.300765714285714e+001	2.537464e+000
7.300879999999999e+001	2.469003e+000
7.300902079999999e+001	2.458943e+000
7.300931519999998e+001	2.450678e+000
7.300960000000001e+001	2.446601e+000
7.306811347857243e+001	2.490308e+000
7.312662695714487e+001	2.531067e+000
7.318514043571729e+001	2.568876e+000
7.324365391428971e+001	2.603737e+000
7.330216739286213e+001	2.635649e+000
7.336068087143457e+001	2.664612e+000
7.341919435000699e+001	2.690626e+000
7.351685060000699e+001	2.730062e+000
7.361450685000699e+001	2.764050e+000
7.371216310000699e+001	2.793342e+000
7.380981935000699e+001	2.818588e+000
7.390747560000699e+001	2.840345e+000
7.400513185000699e+001	2.859097e+000
7.410278810000699e+001	2.875257e+000
7.420044435000699e+001	2.889186e+000
7.429810060000699e+001	2.901190e+000
7.439575685000699e+001	2.911535e+000
7.449341310000699e+001	2.920451e+000
7.459106935000699e+001	2.928136e+000
7.468872560000699e+001	2.934758e+000
7.478638185000699e+001	2.940466e+000
7.488403810000699e+001	2.945385e+000
7.498169435000699e+001	2.949625e+000
7.507935060000699e+001	2.953279e+000
7.517700685000699e+001	2.956428e+000
7.527466310000699e+001	2.959142e+000
7.537231935000699e+001	2.961481e+000
7.546997560000699e+001	2.963497e+000
7.556763185000699e+001	2.965234e+000
7.566528810000699e+001	2.966732e+000
7.576294435000699e+001	2.968022e+000
7.586060060000699e+001	2.969134e+000
7.595825685000699e+001	2.970093e+000
7.605591310000699e+001	2.970919e+000
7.615356935000699e+001	2.971631e+000
7.625122560000699e+001	2.972245e+000
7.634888185000699e+001	2.972773e+000
7.644653810000699e+001	2.973229e+000
7.654419435000699e+001	2.973622e+000
7.664185060000699e+001	2.973960e+000
7.673950685000699e+001	2.974252e+000
7.683716310000699e+001	2.974504e+000
7.693481935000699e+001	2.974720e+000
7.703247560000699e+001	2.974907e+000
7.713013185000699e+001	2.975068e+000
7.722778810000699e+001	2.975207e+000
7.732544435000699e+001	2.975327e+000
7.742310060000699e+001	2.975430e+000
7.752075685000699e+001	2.975518e+000
7.761841310000699e+001	2.975595e+000
7.771606935000699e+001	2.975661e+000
7.781372560000699e+001	2.975718e+000
7.791138185000699e+001	2.975767e+000
7.800903810000699e+001	2.975809e+000
7.820435060000699e+001	2.975877e+000
7.839966310000699e+001	2.975927e+000
7.859497560000699e+001	2.975965e+000
7.888794435000699e+001	2.976003e+000
7.918091310000699e+001	2.976028e+000
7.941807827857842e+001	2.976040e+000
7.965524345714985e+001	2.976049e+000
7.989240863572128e+001	2.976057e+000
8.012957381429270e+001	2.976063e+000
8.036673899286413e+001	2.976067e+000
8.060390417143556e+001	2.976069e+000
8.084106935000699e+001	2.976069e+000
8.100000000000000e+001	2.976070e+000
8.100008000000000e+001	2.975323e+000
8.100023999999999e+001	2.972619e+000
8.100048000000000e+001	2.965050e+000
8.100080000000000e+001	2.950597e+000
8.100194285714285e+001	2.881459e+000
8.100308571428572e+001	2.812434e+000
8.100422857142857e+001	2.743522e+000
8.100537142857142e+001	2.674723e+000
8.100651428571428e+001	2.606037e+000
8.100765714285714e+001	2.537464e+000
8.100879999999999e+001	2.469003e+000
8.100902079999999e+001	2.458943e+000
8.100931519999998e+001	2.450678e+000
8.100960000000001e+001	2.446601e+000
8.106811347857243e+001	2.490308e+000
8.112662695714487e+001	2.531067e+000
8.118514043571729e+001	2.568876e+000
8.124365391428971e+001	2.603737e+000
8.130216739286213e+001	2.635649e+000
8.136068087143457e+001	2.664612e+000
8.141919435000699e+001	2.690626e+000
8.151685060000699e+001	2.730062e+000
8.161450685000699e+001	2.764050e+000
8.171216310000699e+001	2.793342e+000
8.180981935000699e+001	2.818588e+000
8.190747560000699e+001	2.840345e+000
8.200513185000699e+001	2.859097e+000
8.210278810000699e+001	2.875257e+000
8.220044435000699e+001	2.889186e+000
8.229810060000699e+001	2.901190e+000
8.239575685000699e+001	2.911535e+000
8.249341310000699e+001	2.920451e+000
8.259106935000699e+001	2.928136e+000
8.268872560000699e+001	2.934758e+000
8.278638185000699e+001	2.940466e+000
8.288403810000699e+001	2.945385e+000
8.298169435000699e+001	2.949625e+000
8.307935060000699e+001	2.953279e+000
8.317700685000699e+001	2.956428e+000
8.327466310000699e+001	2.959142e+000
8.337231935000699e+001	2.961481e+000
8.346997560000699e+001	2.963497e+000
8.356763185000699e+001	2.965234e+000
8.366528810000699e+001	2.966732e+000
8.376294435000699e+001	2.968022e+000
8.386060060000699e+001	2.969134e+000
8.395825685000699e+001	2.970093e+000
8.405591310000699e+001	2.970919e+000
8.415356935000699e+001	2.971631e+000
8.425122560000699e+001	2.972245e+000
8.434888185000699e+001	2.972773e+000
8.444653810000699e+001	2.973229e+000
8.454419435000699e+001	2.973622e+000
8.464185060000699e+001	2.973960e+000
8.473950685000699e+001	2.974252e+000
8.483716310000699e+001	2.974504e+000
8.493481935000699e+001	2.974720e+000
8.503247560000699e+001	2.974907e+000
8.513013185000699e+001	2.975068e+000
8.522778810000699e+001	2.975207e+000
8.532544435000699e+001	2.975327e+000
8.542310060000699e+001	2.975430e+000
8.552075685000699e+001	2.975518e+000
8.561841310000699e+001	2.975595e+000
8.571606935000699e+001	2.975661e+000
8.581372560000699e+001	2.975718e+000
8.591138185000699e+001	2.975767e+000
8.600903810000699e+001	2.975809e+000
8.620435060000699e+001	2.975877e+000
8.639966310000699e+001	2.975927e+000
8.659497560000699e+001	2.975965e+000
8.688794435000699e+001	2.976003e+000
8.718091310000699e+001	2.976028e+000
8.741807827857842e+001	2.976040e+000
8.765524345714985e+001	2.976049e+000
8.789240863572128e+001	2.976057e+000
8.812957381429270e+001	2.976063e+000
8.836673899286413e+001	2.976067e+000
8.860390417143556e+001	2.976069e+000
8.884106935000699e+001	2.976069e+000
8.900000000000000e+001	2.976070e+000
8.900008000000000e+001	2.975323e+000
8.900023999999999e+001	2.972619e+000
8.900048000000000e+001	2.965050e+000
8.900080000000000e+001	2.950597e+000
8.900194285714285e+001	2.881459e+000
8.900308571428572e+001	2.812434e+000
8.900422857142857e+001	2.743522e+000
8.900537142857142e+001	2.674723e+000
8.900651428571428e+001	2.606037e+000
8.900765714285714e+001	2.537464e+000
8.900879999999999e+001	2.469003e+000
8.900902079999999e+001	2.458943e+000
8.900931519999998e+001	2.450678e+000
8.900960000000001e+001	2.446601e+000
8.906811347857243e+001	2.490308e+000
8.912662695714487e+001	2.531067e+000
8.918514043571729e+001	2.568876e+000
8.924365391428971e+001	2.603737e+000
8.930216739286213e+001	2.635649e+000
8.936068087143457e+001	2.664612e+000
8.941919435000699e+001	2.690626e+000
8.951685060000699e+001	2.730062e+000
8.961450685000699e+001	2.764050e+000
8.971216310000699e+001	2.793342e+000
8.980981935000699e+001	2.818588e+000
8.990747560000699e+001	2.840345e+000
9.000513185000699e+001	2.859097e+000
9.010278810000699e+001	2.875257e+000
9.020044435000699e+001	2.889186e+000
9.029810060000699e+001	2.901190e+000
9.039575685000699e+001	2.911535e+000
9.049341310000699e+001	2.920451e+000
9.059106935000699e+001	2.928136e+000
9.068872560000699e+001	2.934758e+000
9.078638185000699e+001	2.940466e+000
9.088403810000699e+001	2.945385e+000
9.098169435000699e+001	2.949625e+000
9.107935060000699e+001	2.953279e+000
9.117700685000699e+001	2.956428e+000
9.127466310000699e+001	2.959142e+000
9.137231935000699e+001	2.961481e+000
9.146997560000699e+001	2.963497e+000
9.156763185000699e+001	2.965234e+000
9.166528810000699e+001	2.966732e+000
9.176294435000699e+001	2.968022e+000
9.186060060000699e+001	2.969134e+000
9.195825685000699e+001	2.970093e+000
9.205591310000699e+001	2.970919e+000
9.215356935000699e+001	2.971631e+000
9.225122560000699e+001	2.972245e+000
9.234888185000699e+001	2.972773e+000
9.244653810000699e+001	2.973229e+000
9.254419435000699e+001	2.973622e+000
9.264185060000699e+001	2.973960e+000
9.273950685000699e+001	2.974252e+000
9.283716310000699e+001	2.974504e+000
9.293481935000699e+001	2.974720e+000
9.303247560000699e+001	2.974907e+000
9.313013185000699e+001	2.975068e+000
9.322778810000699e+001	2.975207e+000
9.332544435000699e+001	2.975327e+000
9.342310060000699e+001	2.975430e+000
9.352075685000699e+001	2.975518e+000
9.361841310000699e+001	2.975595e+000
9.371606935000699e+001	2.975661e+000
9.381372560000699e+001	2.975718e+000
9.391138185000699e+001	2.975767e+000
9.400903810000699e+001	2.975809e+000
9.420435060000699e+001	2.975877e+000
9.439966310000699e+001	2.975927e+000
9.459497560000699e+001	2.975965e+000
9.488794435000699e+001	2.976003e+000
9.518091310000699e+001	2.976028e+000
9.541807827857842e+001	2.976040e+000
9.565524345714985e+001	2.976049e+000
9.589240863572128e+001	2.976057e+000
9.612957381429270e+001	2.976063e+000
9.636673899286413e+001	2.976067e+000
9.660390417143556e+001	2.976069e+000
9.684106935000699e+001	2.976069e+000
9.700000000000000e+001	2.976070e+000
9.700008000000000e+001	2.975323e+000
9.700023999999999e+001	2.972619e+000
9.700048000000000e+001	2.965050e+000
9.700080000000000e+001	2.950597e+000
9.700194285714285e+001	2.881459e+000
9.700308571428572e+001	2.812434e+000
9.700422857142857e+001	2.743522e+000
9.700537142857142e+001	2.674723e+000
9.700651428571428e+001	2.606037e+000
9.700765714285714e+001	2.537464e+000
9.700879999999999e+001	2.469003e+000
9.700902079999999e+001	2.458943e+000
9.700931519999998e+001	2.450678e+000
9.700960000000001e+001	2.446601e+000
9.706811347857243e+001	2.490308e+000
9.712662695714487e+001	2.531067e+000
9.718514043571729e+001	2.568876e+000
9.724365391428971e+001	2.603737e+000
9.730216739286213e+001	2.635649e+000
9.736068087143457e+001	2.664612e+000
9.741919435000699e+001	2.690626e+000
9.751685060000699e+001	2.730062e+000
9.761450685000699e+001	2.764050e+000
9.771216310000699e+001	2.793342e+000
9.780981935000699e+001	2.818588e+000
9.790747560000699e+001	2.840345e+000
9.800513185000699e+001	2.859097e+000
9.810278810000699e+001	2.875257e+000
9.820044435000699e+001	2.889186e+000
9.829810060000699e+001	2.901190e+000
9.839575685000699e+001	2.911535e+000
9.849341310000699e+001	2.920451e+000
9.859106935000699e+001	2.928136e+000
9.868872560000699e+001	2.934758e+000
9.878638185000699e+001	2.940466e+000
9.888403810000699e+001	2.945385e+000
9.898169435000699e+001	2.949625e+000
9.907935060000699e+001	2.953279e+000
9.917700685000699e+001	2.956428e+000
9.927466310000699e+001	2.959142e+000
9.937231935000699e+001	2.961481e+000
9.946997560000699e+001	2.963497e+000
9.956763185000699e+001	2.965234e+000
9.966528810000699e+001	2.966732e+000
9.976294435000699e+001	2.968022e+000
9.986060060000699e+001	2.969134e+000
9.995825685000699e+001	2.970111e+000
1.000000000000000e+002	2.970491e+000
